team,season,wp_cost,is_mistake,is_clear_mistake,n_plays,expected_wins_lost
NYG,2022,0.19645299618048478,21,3,117,0.19645299618048478
NYG,2023,0.13694052880318835,33,0,162,0.13694052880318835
NYG,2024,1.1746278887264099,41,10,140,1.1746278887264099
NYJ,2006,0.3326586123699899,28,5,115,0.3326586123699899
NYJ,2007,0.3888197705413824,30,3,124,0.3888197705413824
NYJ,2008,0.341265545656264,30,3,101,0.341265545656264
NYJ,2009,0.49476179999759246,28,7,132,0.49476179999759246
NYJ,2010,0.6516624417464649,31,10,132,0.6516624417464649
NYJ,2011,0.18867361245339553,25,3,127,0.18867361245339553
NYJ,2012,0.2776520044080226,28,3,125,0.2776520044080226
NYJ,2013,0.17571422598960462,24,2,128,0.17571422598960462
NYJ,2014,0.3530127818623919,33,4,132,0.3530127818623919
NYJ,2015,0.22406925094695038,24,4,126,0.22406925094695038
NYJ,2016,0.37034185968588035,30,4,125,0.37034185968588035
NYJ,2017,0.30638162658134555,29,2,135,0.30638162658134555
NYJ,2018,0.1574436455432587,27,2,136,0.1574436455432587
NYJ,2019,0.2871359348634335,29,3,131,0.2871359348634335
NYJ,2020,0.12006042145160167,22,2,125,0.12006042145160167
NYJ,2021,0.1895259892166731,28,2,123,0.1895259892166731
NYJ,2022,0.24702893448628874,33,3,145,0.24702893448628874
NYJ,2023,0.6937034623059217,30,6,164,0.6937034623059217
NYJ,2024,0.5134418179770619,29,6,115,0.5134418179770619
PHI,2006,0.1253618768286271,15,0,110,0.1253618768286271
PHI,2007,0.15024584848595562,19,3,116,0.15024584848595562
PHI,2008,0.2086950216754604,21,2,108,0.2086950216754604
PHI,2009,0.19826868222550342,19,2,122,0.19826868222550342
PHI,2010,0.19885305841730405,16,2,122,0.19885305841730405
PHI,2011,0.25821606867018204,21,6,107,0.25821606867018204
PHI,2012,0.15133463666558658,21,1,125,0.15133463666558658
PHI,2013,0.14128983056895217,21,2,122,0.14128983056895217
PHI,2014,0.1672324862886231,28,1,120,0.1672324862886231
PHI,2015,0.17444919836084904,18,2,128,0.17444919836084904
PHI,2016,0.38194650824470366,37,5,129,0.38194650824470366
PHI,2017,0.20969090462966072,30,0,125,0.20969090462966072
PHI,2018,0.44451751711940896,21,6,112,0.44451751711940896
PHI,2019,0.4071353388833987,25,5,119,0.4071353388833987
PHI,2020,0.45825097459106534,28,7,117,0.45825097459106534
PHI,2021,0.21470099088157907,22,3,112,0.21470099088157907
PHI,2022,0.4406894603336684,29,6,111,0.4406894603336684
PHI,2023,0.24385696038782276,25,2,106,0.24385696038782276
PHI,2024,0.2488440901956897,30,3,117,0.2488440901956897
PIT,2006,0.3062663156508299,21,4,111,0.3062663156508299
PIT,2007,0.15089859921527332,18,1,104,0.15089859921527332
PIT,2008,0.36586657790424904,13,4,117,0.36586657790424904
PIT,2009,0.22830562638749236,25,3,113,0.22830562638749236
PIT,2010,0.2146159497682858,15,2,114,0.2146159497682858
PIT,2011,0.14136006968869652,14,3,97,0.14136006968869652
PIT,2012,0.3258748040396621,24,2,120,0.3258748040396621
PIT,2013,0.17764775604782085,21,2,121,0.17764775604782085
PIT,2014,0.25842744293352665,27,4,101,0.25842744293352665
PIT,2015,0.3393875124726542,28,7,110,0.3393875124726542
PIT,2016,0.15876676321028338,18,0,111,0.15876676321028338
PIT,2017,0.07219598623427442,11,0,100,0.07219598623427442
PIT,2018,0.1356134463507333,16,3,92,0.1356134463507333
PIT,2019,0.34330170772955426,26,5,118,0.34330170772955426
PIT,2020,0.18801355258541005,24,1,120,0.18801355258541005
PIT,2021,0.6162107519643119,29,8,126,0.6162107519643119
PIT,2022,0.25192058690411134,24,3,125,0.25192058690411134
PIT,2023,0.22611865151221797,28,3,138,0.22611865151221797
PIT,2024,0.6077136828274216,28,5,126,0.6077136828274216
SEA,2006,0.2703548908244204,17,2,123,0.2703548908244204
SEA,2007,0.2747715133743715,29,3,130,0.2747715133743715
SEA,2008,0.11270502361679542,17,3,126,0.11270502361679542
SEA,2009,0.2994927027214033,26,3,132,0.2994927027214033
SEA,2010,0.22070367563911955,26,4,124,0.22070367563911955
SEA,2011,0.16441049957308165,23,2,139,0.16441049957308165
SEA,2012,0.35882178683235727,28,8,109,0.35882178683235727
SEA,2013,0.15049507471036494,16,1,119,0.15049507471036494
SEA,2014,0.394590585162059,20,7,110,0.394590585162059
SEA,2015,0.10289753223758148,22,1,105,0.10289753223758148
SEA,2016,0.19627167881482344,15,2,107,0.19627167881482344
SEA,2017,0.2465151059368867,16,2,126,0.2465151059368867
SEA,2018,0.22645136477077757,17,3,117,0.22645136477077757
SEA,2019,0.23762922363591688,22,3,113,0.23762922363591688
SEA,2020,0.18839123836121308,14,1,97,0.18839123836121308
SEA,2021,0.32743164053868434,21,5,115,0.32743164053868434
SEA,2022,0.38514327819991606,23,5,121,0.38514327819991606
SEA,2023,0.18744824173146102,29,1,119,0.18744824173146102
SEA,2024,0.26514643228055035,20,5,121,0.26514643228055035
SF,2006,0.2667176488744922,32,4,125,0.2667176488744922
SF,2007,0.10998268514542273,22,0,140,0.10998268514542273
SF,2008,0.14508599684737405,18,1,109,0.14508599684737405
SF,2009,0.13334654382185973,29,0,144,0.13334654382185973
SF,2010,0.22509368351093745,22,3,132,0.22509368351093745
SF,2011,0.3117049928356067,23,7,143,0.3117049928356067
SF,2012,0.20147476563021768,18,3,107,0.20147476563021768
SF,2013,0.33947129316695573,15,3,123,0.33947129316695573
SF,2014,0.20798846202850527,27,1,117,0.20798846202850527
SF,2015,0.19234099504069035,30,1,137,0.19234099504069035
SF,2016,0.25336982302536826,30,2,139,0.25336982302536826
SF,2017,0.18744541499251482,22,1,131,0.18744541499251482
SF,2018,0.1265579300639158,17,1,108,0.1265579300639158
SF,2019,0.13068820210234644,19,1,97,0.13068820210234644
SF,2020,0.27917721118650934,18,4,104,0.27917721118650934
SF,2021,0.25068428304114254,23,4,106,0.25068428304114254
SF,2022,0.2815550407716615,24,5,108,0.2815550407716615
SF,2023,0.1305523140786812,18,2,89,0.1305523140786812
SF,2024,0.3655338830228086,23,4,104,0.3655338830228086
TB,2006,0.16838312763387958,24,1,127,0.16838312763387958
TB,2007,0.3443156159800246,32,5,122,0.3443156159800246
TB,2008,0.25369407916438447,26,4,128,0.25369407916438447
TB,2009,0.21125967372233062,38,2,132,0.21125967372233062
TB,2010,0.28714791547272944,25,4,116,0.28714791547272944
TB,2011,0.10876282117517841,22,2,115,0.10876282117517841
TB,2012,0.1039579782471367,20,0,126,0.1039579782471367
TB,2013,0.17327738847852345,29,2,137,0.17327738847852345
TB,2014,0.3540586724689234,18,4,114,0.3540586724689234
TB,2015,0.13421607745289463,16,2,106,0.13421607745289463
TB,2016,0.24123070378571274,25,3,108,0.24123070378571274
TB,2017,0.2556617419175097,14,2,103,0.2556617419175097
TB,2018,0.2975383558152836,15,2,96,0.2975383558152836
TB,2019,0.3184442728748938,25,4,107,0.3184442728748938
TB,2020,0.11802489025544347,14,2,99,0.11802489025544347
TB,2021,0.12846595151146153,22,2,106,0.12846595151146153
TB,2022,0.46475613300759044,39,7,142,0.46475613300759044
TB,2023,0.20983093678061235,27,2,125,0.20983093678061235
TB,2024,0.4096096934952258,22,5,94,0.4096096934952258
TEN,2006,0.3780173290266006,34,6,129,0.3780173290266006
TEN,2007,0.2416249427915883,21,3,117,0.2416249427915883
TEN,2008,0.26803075677020877,20,3,127,0.26803075677020877
TEN,2009,0.3910583388675358,35,8,120,0.3910583388675358
TEN,2010,0.2839181515956469,19,3,115,0.2839181515956469
TEN,2011,0.4430199145490032,19,5,129,0.4430199145490032
TEN,2012,0.36966824220985894,24,5,127,0.36966824220985894
TEN,2013,0.33712659783608173,23,4,124,0.33712659783608173
TEN,2014,0.29131057608525424,24,3,127,0.29131057608525424
TEN,2015,0.5309600363059764,30,5,119,0.5309600363059764
TEN,2016,0.25903045484317017,18,6,109,0.25903045484317017
TEN,2017,0.22029469437012042,17,2,122,0.22029469437012042
TEN,2018,0.21294831113248888,23,2,114,0.21294831113248888
TEN,2019,0.3840296861985095,17,5,109,0.3840296861985095
TEN,2020,0.30565425091415954,19,5,90,0.30565425091415954
TEN,2021,0.31501909548840096,23,5,113,0.31501909548840096
TEN,2022,0.31266324729157197,19,4,128,0.31266324729157197
TEN,2023,0.3950445789560537,29,10,126,0.3950445789560537
TEN,2024,0.3085833231901396,26,6,123,0.3085833231901396
WAS,2006,0.23861842843087874,18,2,123,0.23861842843087874
WAS,2007,0.45981683885818697,25,5,122,0.45981683885818697
WAS,2008,0.3195376790028953,36,1,130,0.3195376790028953
WAS,2009,0.2821070533485982,32,4,121,0.2821070533485982
WAS,2010,0.27486833230396596,18,4,136,0.27486833230396596
WAS,2011,0.2081143735276133,24,2,119,0.2081143735276133
WAS,2012,0.2933243549722321,21,5,113,0.2933243549722321
WAS,2013,0.26036008728833426,23,5,129,0.26036008728833426
WAS,2014,0.20056155181372964,24,3,119,0.20056155181372964
WAS,2015,0.28918681888200676,19,4,110,0.28918681888200676
WAS,2016,0.5980211058470075,18,3,94,0.5980211058470075
WAS,2017,0.19529021701995308,30,1,126,0.19529021701995308
WAS,2018,0.23386266825600663,26,2,124,0.23386266825600663
WAS,2019,0.11591227592736812,22,0,119,0.11591227592736812
WAS,2020,0.3106592472581361,27,3,123,0.3106592472581361
WAS,2021,0.40450420415331106,31,4,126,0.40450420415331106
WAS,2022,0.30364046525630806,20,5,127,0.30364046525630806
WAS,2023,0.2333434838044578,33,4,125,0.2333434838044578
WAS,2024,0.2816905629497474,28,4,111,0.2816905629497474
